Low-Density Growth Rate,Migration Rate,Suppressed,Gen Suppressed,Chased,Gen Chased,Avg Nondrive GC during Chase,Var in Nondrive GC during Chase,Avg Overall GC during Chase,Var in Overall GC During Chase,Avg Popsize during Chase,Var in Popsize during Chase,Duration of Chase,Drive Lost,Gen Drive Lost,Equilibrium State,Gen Equilibrium State,Simulation Stopped after 1000,Rate One Drive at End,R1 Resistance Occurred,Gen 10000 R1 Alleles Formed,DriveLostWithChase,DriveLostWithoutChase
6,0.0125,1,98,1,83,0.498906143,0.009716643,0.350036143,0.004669141,585.8571429,9404.122449,11,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,312,1,74,0.164972384,0.022172377,0.102905544,0.010049035,7113.366812,36095436.88,233,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,87,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,88,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,89,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,424,1,68,0.103475939,0.02345983,0.063979683,0.011055472,10023.79539,21949247.37,351,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,95,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,273,1,67,0.201530518,0.013119558,0.134212007,0.006530234,4664.548223,10706903.28,201,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,220,1,72,0.131114484,0.006930516,0.076830801,0.001610524,6880.9,21177055.92,144,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,86,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,428,1,75,0.101918998,0.009885527,0.061916266,0.003585319,10661.72515,47010250.5,346,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,87,0,10000,10000,10000,10000,10000,1.00E+06,1.00E+06,10000,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,233,1,73,0.169436444,0.015213024,0.106417609,0.004208046,5813.489933,8647985.216,153,0,10000,0,10000,0,10000,0,10000,0,0
6,0.0125,1,181,1,66,0.088827595,0.020100781,0.038414782,0.001652441,11959.1028,26994919.03,111,0,10000,0,10000,0,10000,0,10000,0,0
